user_id,category_id,ads
13865,806,"[2865033, 2378430, 2378430, 2485541, 2707398, 2707398, 2704789, 2474806, 2860651, 2704763]"
13868,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
13870,811,"[1928465, 2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561, 2782336]"
13871,362,"[361550, 361550, 2761133, 2717535, 2717535, 2717535, 2760656, 2441398, 2808996, 2246970]"
13871,800,"[2112208, 2112208, 2153660, 1879590, 2637860, 2805573, 2805573, 2689868, 2689868, 2689868]"
13871,815,"[2807890, 2731428, 2731428, 2809892, 2855495, 2855495, 2855495, 2809792, 2809908, 2831781]"
13872,887,"[2677927, 701583, 2166462, 1097530, 2634993, 2567963, 2864957, 2108036, 2041846, 2759120]"
13879,881,"[137542, 2785450, 2785450, 2663720, 2663720, 2663720, 2663720, 2663720, 2708323, 137542]"
13879,888,"[2672544, 2738965, 2089284, 2089284, 2158423, 2158423, 1274622, 2794246, 2794450, 2780245]"
13883,806,"[2077672, 2809690, 2648578, 2322697, 2265375, 2516918, 2246912, 2665325, 26400, 2140749]"
13888,811,"[2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561, 2782336, 2262185]"
13892,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
13892,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
13896,806,"[2809690, 1197495, 2329553, 2298498, 2656175, 2563544, 2265375, 2516918, 2246912, 2665325]"
13899,806,"[2731139, 2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465]"
13901,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
13910,888,"[921072, 2738336, 2771790, 1968998, 1480637, 397030, 2758539, 2188128, 1902515, 2767885]"
13911,800,"[2673910, 1242142, 2783967, 2783967, 2783967, 2783967, 2803642, 2783967, 2783967, 2783967]"
13911,815,"[2571655, 2868321, 2812343, 2834777, 2825773, 2795951, 2426952, 2801610, 2795766, 2113180]"
13917,800,"[2717730, 2869876, 2866814, 2866814, 2866814, 2869073, 2860465, 2869997, 2860465, 2858589]"
13917,815,"[2856215, 2777073, 1988781, 2652181, 2655932, 2347424, 2726025, 2366751, 2733931, 1193468]"
13918,806,"[2859131, 2302928, 2302928, 2302928, 2302928, 2265375, 2516918, 2246912, 2665325, 26400]"
13918,815,"[2860114, 2678396, 2679223, 2679014, 2347424, 2726025, 2366751, 2733931, 1193468, 2817908]"
13919,806,"[2758351, 2757970, 2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691]"
13927,806,"[888258, 2563012, 2563012, 569837, 1435240, 2132159, 888258, 888258, 888258, 1655683]"
13929,806,"[2854692, 2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465]"
13929,881,"[2012576, 2012576, 2012576, 2816864, 2652322, 2723765, 2751205, 2681250, 2757853, 2662331]"
13933,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
13934,815,"[2873793, 2459548, 2860054, 2859288, 2717864, 1616834, 2860024, 2860385, 2840855, 2754808]"
13934,806,"[2873729, 1184850, 2655288, 2195582, 2704726, 2733917, 2696772, 2174806, 1930365, 2234367]"
13938,815,"[2533096, 2429827, 2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795]"
13939,815,"[2588676, 2588676, 2850214, 2824204, 2347424, 2726025, 2366751, 2733931, 1193468, 2817908]"
13949,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
13951,888,"[2440695, 2797050, 2274461, 2769154, 2771255, 2764684, 1917431, 1804170, 2706752, 2672544]"
13953,853,"[2800262, 2564683, 2564683, 2564683, 2564683, 2774269, 2679481, 2797319, 2411510, 2651898]"
13956,881,"[2816864, 2652322, 2723765, 2751205, 2681250, 2757853, 2662331, 2654862, 2426206, 2589273]"
13959,815,"[2678543, 2675571, 2670411, 2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999]"
13960,362,"[2840786, 2840786, 2523708, 2807234, 2807246, 1404493, 1404493, 1446735, 1717952, 1404493]"
13961,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
13965,881,"[2797007, 151255, 2865158, 2826484, 228302, 228302, 13584, 1951543, 1951543, 2009358]"
13965,815,"[2859264, 2864415, 1666900, 1950174, 1743385, 2726372, 2704963, 2624852, 2347424, 2726025]"
13965,800,"[2864451, 2593957, 2853728, 2031170, 2590816, 2739908, 2264204, 2565250, 2814436, 2767097]"
13973,806,"[2782548, 2782468, 2782468, 2783657, 2650642, 2265375, 2516918, 2246912, 2665325, 26400]"
13973,362,"[2446853, 1989196, 2449079, 2446853, 1675331, 1420783, 2449079, 2743470, 976235, 1127786]"
13975,888,"[2859477, 1607387, 2259232, 2288264, 2254453, 2740665, 2627676, 2627699, 2530318, 1725410]"
13975,881,"[2719506, 2719506, 2816864, 2652322, 2723765, 2751205, 2681250, 2757853, 2662331, 2654862]"
13980,800,"[1432318, 2637497, 2345884, 1421606, 2323035, 1565806, 1687403, 2554681, 1351947, 2730510]"
13980,362,"[2669967, 2059881, 2598159, 2449079, 1618592, 2545960, 2761167, 333573, 2268784, 1704736]"
13982,806,"[1939506, 1939506, 456434, 456434, 363119, 1591468, 1591468, 1651843, 1651843, 1651843]"
13983,362,"[2598159, 2449079, 1618592, 2545960, 2761167, 333573, 2268784, 1704736, 2110788, 2836886]"
13984,853,"[2770263, 2501698, 2843292, 2847288, 2839420, 2700689, 2866730, 2182824, 2859102, 2859086]"
13984,806,"[2503286, 2503286, 1298597, 1298597, 2211043, 2503286, 2503286, 2503286, 1298597, 1298597]"
13985,800,"[2824853, 1002591, 2787313, 2673348, 2405955, 2405955, 2405955, 2405955, 1736188, 2814436]"
13986,800,"[2845711, 2845711, 1287152, 1287152, 1733153, 2769573, 1233108, 2839455, 2833543, 2844674]"
13987,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
13992,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
13992,881,"[1173612, 2752291, 2752291, 2752291, 2752291, 2752291, 2588365, 2588365, 1173612, 2752291]"
13994,888,"[2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361, 2556302, 2732903, 2585978]"
13995,362,"[2774697, 414648, 2448720, 2423495, 2238802, 2771941, 2820844, 2598159, 2449079, 1618592]"
14005,806,"[2741608, 2741608, 2351437, 2748831, 2864703, 2864539, 2861894, 2847992, 2858730, 2841290]"
14011,800,"[2868689, 2859238, 1599188, 2472580, 1125789, 2076392, 2727705, 2153741, 2814436, 2767097]"
14011,815,"[2866741, 2859264, 2850705, 2853241, 2850628, 2855869, 2704153, 2712316, 2111280, 2315375]"
14024,853,"[2453840, 2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194, 2677510]"
14026,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
14028,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
14029,362,"[2268784, 2560524, 851938, 2651938, 2651938, 1442609, 1203906, 2710245, 2710245, 76939]"
14032,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
14036,806,"[2026524, 979228, 2744791, 2514023, 2732394, 2721946, 2151433, 2151433, 2740571, 2734208]"
14037,815,"[1436565, 725464, 1324048, 2126056, 2126056, 1870975, 1466534, 2126056, 2768061, 1870975]"
14039,806,"[1281644, 2718823, 2192165, 2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459]"
14048,888,"[2689895, 2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361, 2556302, 2732903]"
14049,853,"[2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194, 2677510, 2259584]"
14051,853,"[2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194, 2677510, 2259584]"
14052,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
14054,811,"[2499138, 2499123, 2499123, 2499123, 2759156, 2764838, 2626729, 2597250, 2746309, 2685325]"
14061,806,"[2246912, 2126195, 159585, 2653685, 2267600, 2653685, 2527840, 2687677, 2265375, 2516918]"
14064,881,"[2366644, 2771431, 2686621, 2686621, 2454882, 2734203, 693198, 1953124, 2826484, 2790567]"
14067,815,"[2845717, 2507172, 2845717, 2845717, 2845717, 2722854, 2745666, 2832992, 2832992, 2650367]"
14074,815,"[2824354, 2708290, 2795646, 2668482, 2649828, 2841218, 2811987, 2841480, 231931, 2607131]"
14074,853,"[2712822, 2123739, 2123739, 2601484, 150785, 2160207, 2651894, 2774269, 2679481, 2797319]"
14075,800,"[2747909, 2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399]"
14081,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
14083,806,"[2739024, 2739639, 2455930, 2642296, 2265375, 2516918, 2246912, 2665325, 26400, 2140749]"
14092,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
14093,888,"[2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361, 2556302, 2732903, 2585978]"
14094,811,"[2638743, 2816217, 1583924, 2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048]"
14100,888,"[2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361, 2556302, 2732903, 2585978]"
14110,815,"[2751907, 2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387]"
14110,806,"[2713229, 2713229, 2713229, 2078136, 2078136, 2269002, 2518593, 2737018, 674409, 2334010]"
14119,815,"[2863960, 2863960, 2812849, 2748424, 1609574, 2434184, 2841884, 2843559, 2712316, 2793294]"
14139,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
14146,815,"[2824948, 1830727, 2824909, 2288077, 2640176, 2788242, 395604, 2781630, 2815523, 2850496]"
14149,887,"[2677478, 2675618, 2675618, 2565296, 2677927, 701583, 2166462, 1097530, 2634993, 2567963]"
14149,815,"[2827754, 2856035, 2796076, 2850751, 2850751, 2786501, 2592356, 2335015, 2741088, 2365992]"
14158,362,"[224105, 2868922, 2244065, 2705940, 2344617, 2674478, 2674478, 2674478, 2846100, 2846100]"
14162,815,"[2847794, 2847794, 2847794, 2666591, 2828926, 132870, 2425040, 2812849, 2812849, 2818264]"
14163,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
14168,815,"[275641, 2861087, 2839480, 2796911, 2443890, 2796911, 2182827, 2825773, 2297909, 2741259]"
14170,800,"[2522833, 2522833, 1188219, 1188219, 1188219, 2522833, 2522833, 2522833, 2522833, 2522833]"
14170,815,"[2646113, 2647730, 2656080, 2372746, 2647743, 2383941, 2658325, 2647764, 2347424, 2726025]"
14174,815,"[2837465, 2846294, 2795971, 2792042, 914732, 2397759, 2703989, 2696715, 2696715, 2341843]"
14176,806,"[2772480, 2721685, 2724729, 1421170, 2265375, 2516918, 2246912, 2665325, 26400, 2140749]"
14193,853,"[2852697, 2845646, 2829024, 2829031, 2829038, 2082120, 2619418, 2780396, 2802192, 2767942]"
14193,806,"[1966478, 311554, 2829686, 2430246, 2831047, 1429720, 459571, 2764905, 2817888, 2079511]"
14195,800,"[2864257, 2051297, 2248892, 2855023, 2487149, 2833450, 1322001, 2814436, 2652531, 2652531]"
14197,800,"[2736333, 2736333, 2736333, 2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959]"
14198,815,"[749783, 749783, 2225879, 2840740, 2821884, 2593923, 2593923, 1300197, 1895807, 2143825]"
14201,362,"[2598159, 2449079, 1618592, 2545960, 2761167, 333573, 2268784, 1704736, 2110788, 2836886]"
14205,853,"[955109, 2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194, 2677510]"
14206,362,"[2598159, 2449079, 1618592, 2545960, 2761167, 333573, 2268784, 1704736, 2110788, 2836886]"
14209,800,"[2718205, 2869565, 2854577, 2718205, 2718205, 2718205, 2817702, 2806603, 2712444, 2814088]"
14210,811,"[2174737, 2117652, 1499804, 2494038, 2050154, 2647001, 2003632, 2682630, 2263548, 2108339]"
14210,800,"[2495852, 2712349, 2830499, 1467770, 2188303, 1973985, 2700662, 2830400, 2828140, 2829670]"
14220,853,"[2097634, 1797399, 1797399, 2207022, 2774269, 2679481, 2797319, 2411510, 2651898, 2700922]"
14221,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
14224,362,"[740003, 740003, 740003, 740003, 740003, 2806018, 2698907, 2698907, 2139922, 1910614]"
14225,806,"[2319865, 2319865, 2319865, 141640, 1212840, 1359331, 2307509, 840352, 840352, 840352]"
14241,881,"[2816864, 2652322, 2723765, 2751205, 2681250, 2757853, 2662331, 2654862, 2426206, 2589273]"
14246,815,"[1616720, 2582417, 2682087, 2865964, 2866424, 2333023, 2418377, 2319230, 2845416, 2847816]"
14248,800,"[2813432, 2617582, 1934923, 1744768, 2619033, 1016292, 2814436, 2767097, 2587040, 2812516]"
14249,806,"[2829686, 2310349, 2481390, 1613156, 2742847, 2809340, 2809340, 2767612, 2739091, 2737699]"
14250,800,"[2649805, 2800108, 2770598, 2859153, 2784881, 2739908, 2696713, 2303505, 2321598, 2704563]"
14258,806,"[2856346, 2298488, 26400, 2377555, 2265375, 2516918, 2246912, 2665325, 26400, 2140749]"
14259,800,"[2742819, 2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399]"
14260,800,"[2548739, 2768940, 2768940, 2808236, 2545399, 2655476, 2548739, 2548739, 2398315, 2635928]"
14261,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
14261,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
14262,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
14264,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
14267,800,"[2444780, 2755242, 2747909, 2278152, 2753202, 2753143, 2737724, 1496280, 2278152, 2742961]"
14280,815,"[2812849, 2404937, 2258517, 2013768, 2138563, 2350488, 2826691, 2657230, 2656966, 2827132]"
14285,815,"[2777189, 2777189, 2786163, 2779795, 2733579, 2733579, 2554101, 193810, 2589512, 2763645]"
14290,800,"[1954133, 2667738, 2606129, 2609728, 2609728, 2609728, 2609728, 2339773, 2119561, 2119561]"
14293,800,"[2162115, 2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399]"
14296,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
14298,853,"[2445267, 2607682, 2227199, 2549540, 2608858, 2608858, 1971659, 2774269, 2679481, 2797319]"
14301,362,"[2155733, 2311291, 1722776, 1727321, 1356603, 2653210, 2780210, 495193, 2155733, 2311291]"
14306,815,"[2840990, 2796530, 2796530, 2796530, 2796530, 2788278, 1503046, 2347424, 2726025, 2366751]"
14306,800,"[2587910, 2814436, 2814436, 2814436, 327293, 327293, 327293, 327293, 2794807, 2814436]"
14310,806,"[1515784, 2372882, 2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691]"
14310,887,"[2677927, 701583, 2166462, 1097530, 2634993, 2567963, 2864957, 2108036, 2041846, 2759120]"
14311,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
14315,800,"[2283093, 2612589, 2052219, 2747774, 2794433, 2541067, 1255471, 2817120, 2599142, 2704209]"
14323,859,"[1998464, 2567368, 2655777, 144321, 2067241, 2035256, 2173261, 2458473, 2527586, 1845184]"
14327,815,"[2859264, 2849343, 2752637, 2854613, 2859199, 2853130, 2858574, 2080538, 1110933, 2527249]"
14328,881,"[2816864, 2652322, 2723765, 2751205, 2681250, 2757853, 2662331, 2654862, 2426206, 2589273]"
14329,800,"[1740882, 1907187, 2770945, 2777320, 2732894, 2814436, 2767097, 2587040, 2812516, 2002760]"
14333,881,"[380666, 2816864, 2652322, 2723765, 2751205, 2681250, 2757853, 2662331, 2654862, 2426206]"
14333,806,"[2792353, 2858169, 2693320, 2432936, 2707201, 2825886, 2363737, 2363737, 2265375, 2516918]"
14333,887,"[2056479, 2056479, 2782085, 2803702, 910846, 95688, 2484769, 1488547, 2677927, 701583]"
14342,888,"[2784300, 1358022, 2772163, 2782421, 2165031, 2772198, 2772175, 2823305, 2630585, 2749972]"
14343,815,"[1403580, 1237997, 1522961, 2754199, 1794843, 1522961, 2747549, 2233787, 2707341, 2715677]"
14346,888,"[2851358, 962551, 2849041, 2261534, 2261593, 2781445, 2763702, 2769154, 2769154, 2534632]"
14346,815,"[1265359, 2868912, 2829176, 2864573, 2864599, 2569878, 1955072, 2798321, 2200380, 2592275]"
14349,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
14351,815,"[2622251, 2592275, 2592275, 2592275, 2867370, 2776149, 2600414, 2280190, 2863337, 2864279]"
14351,853,"[2365602, 2783836, 2783836, 2783836, 2783836, 2783836, 2557892, 2764986, 2350854, 2279985]"
14353,362,"[2727019, 1661819, 2088358, 2261150, 2261150, 2598159, 2449079, 1618592, 2545960, 2761167]"
14356,853,"[2138343, 2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194, 2677510]"
14362,888,"[2688578, 2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361, 2556302, 2732903]"
14367,815,"[2434247, 2780721, 2780721, 2666789, 2695977, 2262647, 2758638, 2758686, 2741860, 2744086]"
14369,362,"[2535917, 2535917, 2497444, 1618592, 1470393, 2612653, 2532623, 595693, 1336027, 1554528]"
14370,859,"[1998464, 2567368, 2655777, 144321, 2067241, 2035256, 2173261, 2458473, 2527586, 1845184]"
14372,815,"[2815424, 2818102, 2347363, 2666591, 2827310, 2815192, 2818086, 2867915, 2867469, 2734368]"
14380,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
14383,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
14386,815,"[2866335, 2864327, 2866770, 2505838, 2857323, 2085036, 2857413, 2260090, 2404188, 2844348]"
14389,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
14390,853,"[2711931, 2609372, 2276447, 2675449, 2673401, 2774269, 2679481, 2797319, 2411510, 2651898]"
14392,815,"[1196669, 2510678, 2815752, 2718276, 2815752, 2815752, 2815752, 2815752, 2818076, 2816779]"
14404,887,"[1776072, 2119918, 1727913, 2677927, 701583, 2166462, 1097530, 2634993, 2567963, 2864957]"
14416,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
14422,362,"[2127650, 2127650, 2127650, 2127650, 2127650, 2127650, 2127650, 2127650, 2127650, 2127650]"
14423,853,"[2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194, 2677510, 2259584]"
14424,806,"[2857736, 2857770, 2854811, 2770811, 1431307, 2691921, 1305068, 2071173, 2748579, 2736412]"
14428,887,"[2677927, 701583, 2166462, 1097530, 2634993, 2567963, 2864957, 2108036, 2041846, 2759120]"
14436,362,"[2179702, 2674010, 1597205, 2399237, 2003661, 619913, 2024884, 465722, 2598159, 2449079]"
14437,853,"[2486958, 2751358, 2751304, 2751212, 1697013, 2089910, 2692859, 2351749, 1632887, 1445709]"
14441,888,"[2446021, 1844640, 2847762, 2422388, 2607818, 2853117, 2611009, 2849178, 2833829, 2837775]"
14445,853,"[2471555, 366814, 2649767, 2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382]"
14451,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
14451,881,"[2816864, 2652322, 2723765, 2751205, 2681250, 2757853, 2662331, 2654862, 2426206, 2589273]"
14451,888,"[2826051, 2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361, 2556302, 2732903]"
14454,800,"[2632888, 2755183, 2844427, 2742357, 2844427, 2844427, 2818742, 2678735, 2591429, 2195019]"
14454,806,"[2870581, 2852942, 2785533, 2852930, 2840334, 2791299, 2766951, 2766908, 1414133, 2685141]"
14456,362,"[2598159, 2449079, 1618592, 2545960, 2761167, 333573, 2268784, 1704736, 2110788, 2836886]"
14457,815,"[2712473, 2821819, 2816189, 2817425, 2806521, 2806521, 2821829, 2267772, 2820525, 2813139]"
14460,362,"[2873283, 2238373, 996293, 2796742, 2593987, 1207184, 1375629, 2716845, 1079497, 1686480]"
14460,853,"[2837958, 2837958, 2837958, 2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382]"
14463,815,"[2483957, 2862056, 2796911, 2785123, 2483957, 2483957, 2767736, 2769020, 2768757, 2768757]"
14481,815,"[2812937, 2867431, 2864550, 2864550, 986161, 2867757, 2221759, 2600326, 2629971, 2776994]"
14489,815,"[2035068, 2662751, 2863476, 2693571, 2744804, 2444711, 2586089, 2376990, 2830220, 2827239]"
14489,888,"[2794302, 2825283, 2821257, 2804837, 2500436, 2254453, 2740665, 2627676, 2627699, 2530318]"
14490,362,"[2598159, 2449079, 1618592, 2545960, 2761167, 333573, 2268784, 1704736, 2110788, 2836886]"
14492,853,"[2839832, 2842579, 1206440, 2728203, 2829935, 2829554, 2824921, 2827874, 2826362, 2805840]"
14494,806,"[1446586, 2575707, 2665325, 2716823, 2861297, 2637845, 2800528, 2799466, 2828821, 2716823]"
14494,853,"[2800283, 2586454, 699451, 2773688, 1288892, 2787578, 2774269, 2679481, 2797319, 2411510]"
14509,806,"[2362286, 1726957, 2581058, 1560965, 2362286, 2265375, 2516918, 2246912, 2665325, 26400]"
14510,806,"[2625884, 2853621, 2810966, 2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459]"
14512,888,"[2482569, 2482569, 652982, 652982, 2753479, 2753479, 2310533, 2379960, 2379960, 2629200]"
14512,815,"[2443974, 147962, 2315356, 462198, 147962, 462198, 2472938, 462198, 2315356, 2347424]"
14514,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
14516,888,"[2650723, 2650552, 2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361, 2556302]"
14517,815,"[2535900, 2585741, 2811512, 2831904, 2830312, 2826474, 2821422, 2818890, 2796926, 2796926]"
14523,859,"[1998464, 2567368, 2655777, 144321, 2067241, 2035256, 2173261, 2458473, 2527586, 1845184]"
14530,811,"[2730446, 1363166, 2842026, 2804429, 872510, 2473238, 133241, 2839965, 329948, 2764838]"
14532,800,"[2203078, 1648341, 2349528, 2353410, 2325381, 2823231, 2727456, 2805686, 2098286, 665107]"
14535,806,"[2745364, 2555521, 2858663, 2812471, 2271999, 2711843, 2711843, 2711843, 2867170, 2008459]"
14542,888,"[2613710, 2861757, 2675160, 2675160, 2675160, 2768719, 2775597, 819181, 683385, 2186874]"
14545,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
14550,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
14554,806,"[2613511, 2195084, 2191682, 2049798, 2769705, 1101931, 2139888, 2054513, 1807230, 276917]"
14554,800,"[1946705, 1943239, 2724440, 2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959]"
14558,800,"[1567635, 1567635, 1567635, 1732762, 2801179, 205697, 2433329, 2779145, 2779145, 2359797]"
14566,362,"[2176793, 2525651, 2525651, 2691528, 2202049, 1304781, 1274459, 1498653, 2464923, 1726034]"
14569,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
14569,362,"[2598159, 2449079, 1618592, 2545960, 2761167, 333573, 2268784, 1704736, 2110788, 2836886]"
14573,815,"[2736687, 2434257, 2434247, 2633904, 2633904, 2038257, 2589374, 2807933, 2788064, 2786827]"
14580,888,"[2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361, 2556302, 2732903, 2585978]"
14589,811,"[2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561, 2782336, 2262185]"
14590,815,"[2633250, 2832940, 2833546, 2633250, 2633250, 2633250, 2669446, 2628617, 821168, 2414459]"
14596,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
14597,888,"[2578937, 2746230, 195769, 2673104, 2323645, 2742222, 2802220, 2445034, 1787376, 2552072]"
14603,800,"[2814436, 2364582, 2031170, 2031170, 2739908, 2282524, 2282524, 2768773, 2468507, 1155487]"
14605,859,"[1998464, 2567368, 2655777, 144321, 2067241, 2035256, 2173261, 2458473, 2527586, 1845184]"
14607,811,"[2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561, 2782336, 2262185]"
14613,362,"[2598159, 2449079, 1618592, 2545960, 2761167, 333573, 2268784, 1704736, 2110788, 2836886]"
14615,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
14625,806,"[731546, 2430592, 1373576, 2136856, 2375830, 2375830, 2375830, 2568654, 2747199, 2714597]"
14631,888,"[2200137, 2827386, 2833829, 1123026, 1956336, 2730949, 868257, 868257, 2735740, 2414626]"
14636,806,"[1160312, 2514023, 2850365, 2838716, 725947, 1347750, 2336789, 2165741, 2165741, 1021800]"
14637,362,"[2689327, 1287766, 978708, 2135556, 1973905, 1641902, 2073795, 358099, 633700, 713276]"
14639,859,"[2117984, 2117984, 1522512, 1514445, 1514445, 1514445, 1514445, 519692, 519692, 2188701]"
14644,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
14645,888,"[2186124, 2766542, 2344622, 2725139, 1292992, 2254453, 2740665, 2627676, 2627699, 2530318]"
14646,815,"[2614629, 2614629, 2830176, 2830077, 2347424, 2726025, 2366751, 2733931, 1193468, 2817908]"
14653,853,"[2693687, 2869128, 2483573, 2870101, 2090386, 2618290, 1965497, 1965497, 1733373, 1159468]"
14653,815,"[2739162, 2382363, 2834061, 2405149, 2405149, 2337312, 1174624, 2827571, 1129498, 1260293]"
14658,815,"[2733931, 2710355, 2799328, 1714998, 1714998, 2347424, 2726025, 2366751, 2733931, 1193468]"
14658,853,"[2791811, 2561573, 800097, 2508955, 2791811, 2252263, 2388068, 2797574, 800097, 2774269]"
14661,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
14662,888,"[2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361, 2556302, 2732903, 2585978]"
14662,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
